id,company_name,address,city,state,phone,website,sector,summary,prospect_for,source,date_added,contacted,status
441,Prime Real Estate,"No. 4 Ikoyi Road, Kano",Kano,Kano State,+234-8403-021-0039,www.primerealestate.com.ng,Real Estate,"Prime Real Estate is a dynamic property company operating in Kano's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kano locations.",EstateIQ,claude_generated,2026-04-26,0,new
442,Royal Development,"No. 5 Lekki Phase 1, Kano",Kano,Kano State,+234-8504-028-0052,www.royaldevelopment.com.ng,Real Estate,"Royal Development is a dynamic property company operating in Kano's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kano locations.",EstateIQ,claude_generated,2026-04-26,0,new
443,Golden Housing,"No. 6 Wuse Zone 5, Kano",Kano,Kano State,+234-8605-035-0065,www.goldenhousing.com.ng,Real Estate,"Golden Housing is a dynamic property company operating in Kano's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kano locations.",EstateIQ,claude_generated,2026-04-26,0,new
444,Elite Estates,"No. 7 Maitama District, Kano",Kano,Kano State,+234-8706-042-0078,www.eliteestates.com.ng,Real Estate,"Elite Estates is a dynamic property company operating in Kano's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kano locations.",EstateIQ,claude_generated,2026-04-26,0,new
445,Premium Realtors,"No. 8 Garki Area 2, Kano",Kano,Kano State,+234-8807-049-0091,www.premiumrealtors.com.ng,Real Estate,"Premium Realtors is a dynamic property company operating in Kano's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kano locations.",EstateIQ,claude_generated,2026-04-26,0,new
446,Heritage Properties,"No. 9 Asokoro, Kano",Kano,Kano State,+234-8908-056-0104,www.heritageproperties.com.ng,Real Estate,"Heritage Properties is a dynamic property company operating in Kano's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kano locations.",EstateIQ,claude_generated,2026-04-26,0,new
447,Crown Homes,"No. 10 GRA Phase 2, Kano",Kano,Kano State,+234-8109-063-0117,www.crownhomes.com.ng,Real Estate,"Crown Homes is a dynamic property company operating in Kano's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kano locations.",EstateIQ,claude_generated,2026-04-26,0,new
448,Victory Realty,"No. 11 Trans Amadi, Kano",Kano,Kano State,+234-8210-070-0130,www.victoryrealty.com.ng,Real Estate,"Victory Realty is a dynamic property company operating in Kano's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kano locations.",EstateIQ,claude_generated,2026-04-26,0,new
449,Prestige Real Estate,"No. 12 Rumuola Road, Kano",Kano,Kano State,+234-8311-077-0143,www.prestigerealestate.com.ng,Real Estate,"Prestige Real Estate is a dynamic property company operating in Kano's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kano locations.",EstateIQ,claude_generated,2026-04-26,0,new
450,Sterling Development,"No. 13 Kano Road, Kano",Kano,Kano State,+234-8412-084-0156,www.sterlingdevelopment.com.ng,Real Estate,"Sterling Development is a dynamic property company operating in Kano's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kano locations.",EstateIQ,claude_generated,2026-04-26,0,new
451,Diamond Housing,"No. 14 Zaria Avenue, Kano",Kano,Kano State,+234-8513-091-0169,www.diamondhousing.com.ng,Real Estate,"Diamond Housing is a dynamic property company operating in Kano's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kano locations.",EstateIQ,claude_generated,2026-04-26,0,new
452,Pearl Estates,"No. 15 Sabon Gari, Kano",Kano,Kano State,+234-8614-098-0182,www.pearlestates.com.ng,Real Estate,"Pearl Estates is a dynamic property company operating in Kano's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kano locations.",EstateIQ,claude_generated,2026-04-26,0,new
453,Lagos Realtors,"No. 16 Marina Street, Kano",Kano,Kano State,+234-8715-105-0195,www.lagosrealtors.com.ng,Real Estate,"Lagos Realtors is a dynamic property company operating in Kano's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kano locations.",EstateIQ,claude_generated,2026-04-26,0,new
454,Abuja Properties,"No. 17 Broad Street, Kano",Kano,Kano State,+234-8816-112-0208,www.abujaproperties.com.ng,Real Estate,"Abuja Properties is a dynamic property company operating in Kano's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kano locations.",EstateIQ,claude_generated,2026-04-26,0,new
455,Capital Homes,"No. 18 Victoria Island, Kano",Kano,Kano State,+234-8917-119-0221,www.capitalhomes.com.ng,Real Estate,"Capital Homes is a dynamic property company operating in Kano's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kano locations.",EstateIQ,claude_generated,2026-04-26,0,new
456,Prime Realty,"No. 19 Ikoyi Road, Kano",Kano,Kano State,+234-8118-126-0234,www.primerealty.com.ng,Real Estate,"Prime Realty is a dynamic property company operating in Kano's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kano locations.",EstateIQ,claude_generated,2026-04-26,0,new
457,Royal Real Estate,"No. 20 Lekki Phase 1, Kano",Kano,Kano State,+234-8219-133-0247,www.royalrealestate.com.ng,Real Estate,"Royal Real Estate is a dynamic property company operating in Kano's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kano locations.",EstateIQ,claude_generated,2026-04-26,0,new
458,Golden Development,"No. 21 Wuse Zone 5, Kano",Kano,Kano State,+234-8320-140-0260,www.goldendevelopment.com.ng,Real Estate,"Golden Development is a dynamic property company operating in Kano's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kano locations.",EstateIQ,claude_generated,2026-04-26,0,new
459,Elite Housing,"No. 22 Maitama District, Kano",Kano,Kano State,+234-8421-147-0273,www.elitehousing.com.ng,Real Estate,"Elite Housing is a dynamic property company operating in Kano's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kano locations.",EstateIQ,claude_generated,2026-04-26,0,new
460,Premium Estates,"No. 23 Garki Area 2, Kano",Kano,Kano State,+234-8522-154-0286,www.premiumestates.com.ng,Real Estate,"Premium Estates is a dynamic property company operating in Kano's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kano locations.",EstateIQ,claude_generated,2026-04-26,0,new
461,Heritage Realtors,"No. 24 Asokoro, Kano",Kano,Kano State,+234-8623-161-0299,www.heritagerealtors.com.ng,Real Estate,"Heritage Realtors is a dynamic property company operating in Kano's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kano locations.",EstateIQ,claude_generated,2026-04-26,0,new
462,Crown Properties,"No. 25 GRA Phase 2, Kano",Kano,Kano State,+234-8724-168-0312,www.crownproperties.com.ng,Real Estate,"Crown Properties is a dynamic property company operating in Kano's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kano locations.",EstateIQ,claude_generated,2026-04-26,0,new
463,Victory Homes,"No. 26 Trans Amadi, Kano",Kano,Kano State,+234-8825-175-0325,www.victoryhomes.com.ng,Real Estate,"Victory Homes is a dynamic property company operating in Kano's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kano locations.",EstateIQ,claude_generated,2026-04-26,0,new
464,Prestige Realty,"No. 27 Rumuola Road, Kano",Kano,Kano State,+234-8926-182-0338,www.prestigerealty.com.ng,Real Estate,"Prestige Realty is a dynamic property company operating in Kano's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kano locations.",EstateIQ,claude_generated,2026-04-26,0,new
465,Sterling Real Estate,"No. 28 Kano Road, Kano",Kano,Kano State,+234-8127-189-0351,www.sterlingrealestate.com.ng,Real Estate,"Sterling Real Estate is a dynamic property company operating in Kano's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kano locations.",EstateIQ,claude_generated,2026-04-26,0,new
466,Diamond Development,"No. 29 Zaria Avenue, Kano",Kano,Kano State,+234-8228-196-0364,www.diamonddevelopment.com.ng,Real Estate,"Diamond Development is a dynamic property company operating in Kano's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kano locations.",EstateIQ,claude_generated,2026-04-26,0,new
467,Pearl Housing,"No. 30 Sabon Gari, Kano",Kano,Kano State,+234-8329-203-0377,www.pearlhousing.com.ng,Real Estate,"Pearl Housing is a dynamic property company operating in Kano's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Kano locations.",EstateIQ,claude_generated,2026-04-26,0,new
468,Adeyemi & Associates,"No. 1 Marina Street, Ibadan",Ibadan,Oyo State,+234-8100-000-0000,www.adeyemiandassociates.com.ng,Law Firm,"Adeyemi & Associates is a professional legal services firm based in Ibadan, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
469,Okonkwo Legal Chambers,"No. 2 Broad Street, Ibadan",Ibadan,Oyo State,+234-8201-007-0013,www.okonkwolegalchambers.com.ng,Law Firm,"Okonkwo Legal Chambers is a professional legal services firm based in Ibadan, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
470,Ibrahim & Co,"No. 3 Victoria Island, Ibadan",Ibadan,Oyo State,+234-8302-014-0026,www.ibrahimandco.com.ng,Law Firm,"Ibrahim & Co is a professional legal services firm based in Ibadan, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
471,Bello Law Firm,"No. 4 Ikoyi Road, Ibadan",Ibadan,Oyo State,+234-8403-021-0039,www.bellolawfirm.com.ng,Law Firm,"Bello Law Firm is a professional legal services firm based in Ibadan, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
472,Emeka Solicitors,"No. 5 Lekki Phase 1, Ibadan",Ibadan,Oyo State,+234-8504-028-0052,www.emekasolicitors.com.ng,Law Firm,"Emeka Solicitors is a professional legal services firm based in Ibadan, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
473,Adeola & Partners,"No. 6 Wuse Zone 5, Ibadan",Ibadan,Oyo State,+234-8605-035-0065,www.adeolaandpartners.com.ng,Law Firm,"Adeola & Partners is a professional legal services firm based in Ibadan, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
474,Chukwu Legal Practice,"No. 7 Maitama District, Ibadan",Ibadan,Oyo State,+234-8706-042-0078,www.chukwulegalpractice.com.ng,Law Firm,"Chukwu Legal Practice is a professional legal services firm based in Ibadan, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
475,Musa Barristers,"No. 8 Garki Area 2, Ibadan",Ibadan,Oyo State,+234-8807-049-0091,www.musabarristers.com.ng,Law Firm,"Musa Barristers is a professional legal services firm based in Ibadan, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
476,Abubakar & Associates,"No. 9 Asokoro, Ibadan",Ibadan,Oyo State,+234-8908-056-0104,www.abubakarandassociate.com.ng,Law Firm,"Abubakar & Associates is a professional legal services firm based in Ibadan, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
477,Olawale Legal Chambers,"No. 10 GRA Phase 2, Ibadan",Ibadan,Oyo State,+234-8109-063-0117,www.olawalelegalchambers.com.ng,Law Firm,"Olawale Legal Chambers is a professional legal services firm based in Ibadan, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
478,Nwosu & Co,"No. 11 Trans Amadi, Ibadan",Ibadan,Oyo State,+234-8210-070-0130,www.nwosuandco.com.ng,Law Firm,"Nwosu & Co is a professional legal services firm based in Ibadan, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
479,Eze Law Firm,"No. 12 Rumuola Road, Ibadan",Ibadan,Oyo State,+234-8311-077-0143,www.ezelawfirm.com.ng,Law Firm,"Eze Law Firm is a professional legal services firm based in Ibadan, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
480,Danjuma Solicitors,"No. 13 Kano Road, Ibadan",Ibadan,Oyo State,+234-8412-084-0156,www.danjumasolicitors.com.ng,Law Firm,"Danjuma Solicitors is a professional legal services firm based in Ibadan, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
481,Abdullahi & Partners,"No. 14 Zaria Avenue, Ibadan",Ibadan,Oyo State,+234-8513-091-0169,www.abdullahiandpartners.com.ng,Law Firm,"Abdullahi & Partners is a professional legal services firm based in Ibadan, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
482,Okafor Legal Practice,"No. 15 Sabon Gari, Ibadan",Ibadan,Oyo State,+234-8614-098-0182,www.okaforlegalpractice.com.ng,Law Firm,"Okafor Legal Practice is a professional legal services firm based in Ibadan, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
483,Fashola Barristers,"No. 16 Marina Street, Ibadan",Ibadan,Oyo State,+234-8715-105-0195,www.fasholabarristers.com.ng,Law Firm,"Fashola Barristers is a professional legal services firm based in Ibadan, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
484,Tinubu & Associates,"No. 17 Broad Street, Ibadan",Ibadan,Oyo State,+234-8816-112-0208,www.tinubuandassociates.com.ng,Law Firm,"Tinubu & Associates is a professional legal services firm based in Ibadan, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
485,Aminu Legal Chambers,"No. 18 Victoria Island, Ibadan",Ibadan,Oyo State,+234-8917-119-0221,www.aminulegalchambers.com.ng,Law Firm,"Aminu Legal Chambers is a professional legal services firm based in Ibadan, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
486,Yakubu & Co,"No. 19 Ikoyi Road, Ibadan",Ibadan,Oyo State,+234-8118-126-0234,www.yakubuandco.com.ng,Law Firm,"Yakubu & Co is a professional legal services firm based in Ibadan, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
487,Okeke Law Firm,"No. 20 Lekki Phase 1, Ibadan",Ibadan,Oyo State,+234-8219-133-0247,www.okekelawfirm.com.ng,Law Firm,"Okeke Law Firm is a professional legal services firm based in Ibadan, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
488,Adeyemi Solicitors,"No. 21 Wuse Zone 5, Ibadan",Ibadan,Oyo State,+234-8320-140-0260,www.adeyemisolicitors.com.ng,Law Firm,"Adeyemi Solicitors is a professional legal services firm based in Ibadan, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
489,Okonkwo & Partners,"No. 22 Maitama District, Ibadan",Ibadan,Oyo State,+234-8421-147-0273,www.okonkwoandpartners.com.ng,Law Firm,"Okonkwo & Partners is a professional legal services firm based in Ibadan, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
490,Ibrahim Legal Practice,"No. 23 Garki Area 2, Ibadan",Ibadan,Oyo State,+234-8522-154-0286,www.ibrahimlegalpractice.com.ng,Law Firm,"Ibrahim Legal Practice is a professional legal services firm based in Ibadan, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
491,Bello Barristers,"No. 24 Asokoro, Ibadan",Ibadan,Oyo State,+234-8623-161-0299,www.bellobarristers.com.ng,Law Firm,"Bello Barristers is a professional legal services firm based in Ibadan, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
492,Emeka & Associates,"No. 25 GRA Phase 2, Ibadan",Ibadan,Oyo State,+234-8724-168-0312,www.emekaandassociates.com.ng,Law Firm,"Emeka & Associates is a professional legal services firm based in Ibadan, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
493,Adeola Legal Chambers,"No. 26 Trans Amadi, Ibadan",Ibadan,Oyo State,+234-8825-175-0325,www.adeolalegalchambers.com.ng,Law Firm,"Adeola Legal Chambers is a professional legal services firm based in Ibadan, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
494,Chukwu & Co,"No. 27 Rumuola Road, Ibadan",Ibadan,Oyo State,+234-8926-182-0338,www.chukwuandco.com.ng,Law Firm,"Chukwu & Co is a professional legal services firm based in Ibadan, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
495,Musa Law Firm,"No. 28 Kano Road, Ibadan",Ibadan,Oyo State,+234-8127-189-0351,www.musalawfirm.com.ng,Law Firm,"Musa Law Firm is a professional legal services firm based in Ibadan, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
496,Abubakar Solicitors,"No. 29 Zaria Avenue, Ibadan",Ibadan,Oyo State,+234-8228-196-0364,www.abubakarsolicitors.com.ng,Law Firm,"Abubakar Solicitors is a professional legal services firm based in Ibadan, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
497,Olawale & Partners,"No. 30 Sabon Gari, Ibadan",Ibadan,Oyo State,+234-8329-203-0377,www.olawaleandpartners.com.ng,Law Firm,"Olawale & Partners is a professional legal services firm based in Ibadan, Nigeria. The firm specialises in corporate law, litigation, and regulatory compliance for businesses and individuals. With experienced legal practitioners, they provide comprehensive legal solutions across multiple practice areas.",LexAI,claude_generated,2026-04-26,0,new
498,Lagos Properties,"No. 1 Marina Street, Ibadan",Ibadan,Oyo State,+234-8100-000-0000,www.lagosproperties.com.ng,Real Estate,"Lagos Properties is a dynamic property company operating in Ibadan's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Ibadan locations.",EstateIQ,claude_generated,2026-04-26,0,new
499,Abuja Homes,"No. 2 Broad Street, Ibadan",Ibadan,Oyo State,+234-8201-007-0013,www.abujahomes.com.ng,Real Estate,"Abuja Homes is a dynamic property company operating in Ibadan's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Ibadan locations.",EstateIQ,claude_generated,2026-04-26,0,new
500,Capital Realty,"No. 3 Victoria Island, Ibadan",Ibadan,Oyo State,+234-8302-014-0026,www.capitalrealty.com.ng,Real Estate,"Capital Realty is a dynamic property company operating in Ibadan's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Ibadan locations.",EstateIQ,claude_generated,2026-04-26,0,new
501,Prime Real Estate,"No. 4 Ikoyi Road, Ibadan",Ibadan,Oyo State,+234-8403-021-0039,www.primerealestate.com.ng,Real Estate,"Prime Real Estate is a dynamic property company operating in Ibadan's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Ibadan locations.",EstateIQ,claude_generated,2026-04-26,0,new
502,Royal Development,"No. 5 Lekki Phase 1, Ibadan",Ibadan,Oyo State,+234-8504-028-0052,www.royaldevelopment.com.ng,Real Estate,"Royal Development is a dynamic property company operating in Ibadan's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Ibadan locations.",EstateIQ,claude_generated,2026-04-26,0,new
503,Golden Housing,"No. 6 Wuse Zone 5, Ibadan",Ibadan,Oyo State,+234-8605-035-0065,www.goldenhousing.com.ng,Real Estate,"Golden Housing is a dynamic property company operating in Ibadan's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Ibadan locations.",EstateIQ,claude_generated,2026-04-26,0,new
504,Elite Estates,"No. 7 Maitama District, Ibadan",Ibadan,Oyo State,+234-8706-042-0078,www.eliteestates.com.ng,Real Estate,"Elite Estates is a dynamic property company operating in Ibadan's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Ibadan locations.",EstateIQ,claude_generated,2026-04-26,0,new
505,Premium Realtors,"No. 8 Garki Area 2, Ibadan",Ibadan,Oyo State,+234-8807-049-0091,www.premiumrealtors.com.ng,Real Estate,"Premium Realtors is a dynamic property company operating in Ibadan's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Ibadan locations.",EstateIQ,claude_generated,2026-04-26,0,new
506,Heritage Properties,"No. 9 Asokoro, Ibadan",Ibadan,Oyo State,+234-8908-056-0104,www.heritageproperties.com.ng,Real Estate,"Heritage Properties is a dynamic property company operating in Ibadan's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Ibadan locations.",EstateIQ,claude_generated,2026-04-26,0,new
507,Crown Homes,"No. 10 GRA Phase 2, Ibadan",Ibadan,Oyo State,+234-8109-063-0117,www.crownhomes.com.ng,Real Estate,"Crown Homes is a dynamic property company operating in Ibadan's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Ibadan locations.",EstateIQ,claude_generated,2026-04-26,0,new
508,Victory Realty,"No. 11 Trans Amadi, Ibadan",Ibadan,Oyo State,+234-8210-070-0130,www.victoryrealty.com.ng,Real Estate,"Victory Realty is a dynamic property company operating in Ibadan's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Ibadan locations.",EstateIQ,claude_generated,2026-04-26,0,new
509,Prestige Real Estate,"No. 12 Rumuola Road, Ibadan",Ibadan,Oyo State,+234-8311-077-0143,www.prestigerealestate.com.ng,Real Estate,"Prestige Real Estate is a dynamic property company operating in Ibadan's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Ibadan locations.",EstateIQ,claude_generated,2026-04-26,0,new
510,Sterling Development,"No. 13 Kano Road, Ibadan",Ibadan,Oyo State,+234-8412-084-0156,www.sterlingdevelopment.com.ng,Real Estate,"Sterling Development is a dynamic property company operating in Ibadan's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Ibadan locations.",EstateIQ,claude_generated,2026-04-26,0,new
511,Diamond Housing,"No. 14 Zaria Avenue, Ibadan",Ibadan,Oyo State,+234-8513-091-0169,www.diamondhousing.com.ng,Real Estate,"Diamond Housing is a dynamic property company operating in Ibadan's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Ibadan locations.",EstateIQ,claude_generated,2026-04-26,0,new
512,Pearl Estates,"No. 15 Sabon Gari, Ibadan",Ibadan,Oyo State,+234-8614-098-0182,www.pearlestates.com.ng,Real Estate,"Pearl Estates is a dynamic property company operating in Ibadan's growing real estate market. The firm provides comprehensive property services including sales, leasing, and investment advisory for residential and commercial clients. They have built a strong track record of successful property transactions across prime Ibadan locations.",EstateIQ,claude_generated,2026-04-26,0,new
